ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title,,,,,,,,,,,,
ILMN_1705577,0.032461,1.24E-03,-3.33696146,-1.57407,-6.56E-02,NA,,,,,,,,,,,,,,
ILMN_1858478,0.032661,1.26E-03,3.33315327,-1.57574,9.82E-02,6139689,,,,,,,,,,,,,,
ILMN_1788268,0.0374632,1.61E-03,3.25480363,-1.57597,1.60E-01,215422304,NAPG,NSF,attachment,protein,gamma,,,,,,,,,
ILMN_1693665,0.0339741,1.34E-03,-3.31299559,-1.576,-7.85E-02,NA,,,,,,,,,,,,,,
ILMN_2327974,0.0369668,1.56E-03,3.26467962,-1.5774,1.15E-01,209529709,CORO2A,coronin,2A,,,,,,,,,,,
ILMN_2293872,0.0344636,1.38E-03,3.3044189,-1.57817,9.90E-02,100913190,PRKAG2,protein,kinase,AMP-activated,non-catalytic,subunit,gamma,2,,,,,,
ILMN_1694111,0.0469079,2.42E-03,3.12351908,-1.57859,1.57E-01,306482638,PNKP,polynucleotide,kinase,3'-phosphatase,,,,,,,,,,
ILMN_1868796,0.0326442,1.25E-03,-3.33348224,-1.58114,-9.21E-02,4762092,,,,,,,,,,,,,,
ILMN_1703053,0.0446244,2.22E-03,3.15074789,-1.58119,1.68E-01,NA,,,,,,,,,,,,,,
ILMN_1754304,0.0423226,2.00E-03,3.18433302,-1.5813,1.74E-01,71143122,SNRNP48,small,nuclear,ribonucleoprotein,U11/U12,subunit,48,,,,,,,
ILMN_2245676,0.044583,2.21E-03,3.15211008,-1.58261,1.42E-01,83641884,BTF3,basic,transcription,factor,3,,,,,,,,,
ILMN_1777845,0.0334285,1.31E-03,-3.32041784,-1.58272,-1.10E-01,317008612,NOTCH2,notch,2,,,,,,,,,,,
ILMN_1748908,0.047609,2.48E-03,-3.11529164,-1.58285,-1.29E-01,201862209,PROSC,proline,synthetase,cotranscribed,homolog,(bacterial),,,,,,,,
ILMN_1862612,0.0327065,1.26E-03,-3.33221623,-1.5856,-9.02E-02,NA,,,,,,,,,,,,,,
ILMN_1667072,0.0326442,1.25E-03,-3.33356859,-1.58765,-8.58E-02,NA,,,,,,,,,,,,,,
ILMN_1770818,0.0344636,1.38E-03,-3.30451774,-1.58799,-9.12E-02,NA,,,,,,,,,,,,,,
ILMN_1709891,0.0424122,2.02E-03,3.18212885,-1.5898,1.90E-01,NA,,,,,,,,,,,,,,
ILMN_2216918,0.0474437,2.46E-03,-3.11742371,-1.59061,-2.08E-01,74315355,SHPK,sedoheptulokinase,,,,,,,,,,,,
ILMN_1906721,0.0341241,1.35E-03,-3.30981256,-1.59092,-7.27E-02,42742525,OFCC1,orofacial,cleft,1,candidate,1,,,,,,,,
ILMN_1694133,0.0326666,1.26E-03,3.33293258,-1.59269,8.44E-02,297307154,ADD2,adducin,2,,,,,,,,,,,
ILMN_1703316,0.0471939,2.44E-03,-3.12061981,-1.59271,-1.42E-01,333609238,INAFM1,InaF,motif,containing,1,,,,,,,,,
ILMN_1789436,0.0478064,2.49E-03,-3.11329052,-1.59357,-1.80E-01,NA,,,,,,,,,,,,,,
ILMN_1655340,0.0482587,2.53E-03,-3.10840118,-1.59594,-1.85E-01,75709223,RNF181,ring,finger,protein,181,,,,,,,,,
ILMN_2185845,0.0480664,2.51E-03,-3.11073901,-1.59716,-4.46E-01,24308325,BRSK1,BR,serine/threonine,kinase,1,,,,,,,,,
ILMN_1851547,0.04469,2.23E-03,-3.14920661,-1.59932,-1.13E-01,34531832,FAM120C,family,with,sequence,similarity,120C,,,,,,,,
ILMN_1684197,0.0438389,2.13E-03,3.16388813,-1.60157,1.73E-01,532164713,GPKOW,G-patch,domain,and,KOW,motifs,,,,,,,,
ILMN_2121979,0.033001,1.28E-03,-3.327074,-1.60425,-7.12E-02,193211426,UGT2A3,UDP,glucuronosyltransferase,family,2,member,A3,,,,,,,
ILMN_1705144,0.0484496,2.55E-03,-3.10620807,-1.60513,-1.65E-01,225637564,ULK1,unc-51,like,autophagy,activating,kinase,1,,,,,,,
ILMN_2405667,0.0377271,1.63E-03,-3.25131931,-1.60522,-9.56E-02,NA,,,,,,,,,,,,,,
ILMN_1720557,0.033001,1.28E-03,-3.32709116,-1.6058,-6.77E-02,NA,,,,,,,,,,,,,,
ILMN_1727923,0.040155,1.84E-03,3.21189714,-1.60586,1.31E-01,663854896,ZNF140,zinc,finger,protein,140,,,,,,,,,
ILMN_1772918,0.0340085,1.34E-03,-3.31251355,-1.60624,-9.39E-02,NA,,,,,,,,,,,,,,
ILMN_1735765,0.0368575,1.55E-03,3.26623849,-1.60965,1.07E-01,209571485,RAB14,"RAB14,",member,RAS,oncogene,family,,,,,,,,
ILMN_1778951,0.0383941,1.68E-03,3.24046509,-1.61132,1.30E-01,566006107,C6orf203,chromosome,6,open,reading,frame,203,,,,,,,
ILMN_1739622,0.0461466,2.35E-03,3.13213468,-1.61187,1.92E-01,219842210,PPP1R12A,protein,phosphatase,1,regulatory,subunit,12A,,,,,,,
ILMN_1656368,0.0422817,2.00E-03,3.18478513,-1.61195,1.77E-01,238859539,ALDH4A1,aldehyde,dehydrogenase,4,family,member,A1,,,,,,,
ILMN_2415748,0.047609,2.48E-03,3.11531639,-1.61246,2.37E-01,58331180,WSB1,WD,repeat,and,SOCS,box,containing,1,,,,,,
ILMN_1669633,0.0483102,2.54E-03,3.10779483,-1.61255,1.13E-01,197102773,ACP1,acid,phosphatase,"1,",soluble,,,,,,,,,
ILMN_1707901,0.0455802,2.31E-03,3.13853452,-1.61503,1.37E-01,356461037,DHRS7B,dehydrogenase/reductase,7B,,,,,,,,,,,
ILMN_1724734,0.0333783,1.30E-03,3.32151858,-1.61638,8.59E-02,296923772,UQCC1,ubiquinol-cytochrome,c,reductase,complex,assembly,factor,1,,,,,,
ILMN_1770623,0.0483495,2.54E-03,3.1073992,-1.61713,1.31E-01,513126880,FAM58A,family,with,sequence,similarity,58,member,A,,,,,,
ILMN_1737398,0.0490118,2.59E-03,3.10075712,-1.62074,1.53E-01,NA,,,,,,,,,,,,,,
ILMN_1783563,0.0438389,2.14E-03,-3.16364644,-1.62146,-1.29E-01,170671702,TBX19,T-box,19,,,,,,,,,,,
ILMN_1774334,0.0493218,2.61E-03,3.09791914,-1.62422,1.82E-01,52851396,HIGD2A,HIG1,hypoxia,inducible,domain,family,member,2A,,,,,,
ILMN_1671854,0.0479555,2.50E-03,-3.11188243,-1.62454,-2.34E-01,348041284,1-Sep,septin,1,,,,,,,,,,,
ILMN_1782753,0.0446244,2.22E-03,-3.15090429,-1.62496,-1.93E-01,NA,,,,,,,,,,,,,,
ILMN_1752086,0.0487046,2.57E-03,-3.10309765,-1.62555,-1.56E-01,359718968,TRAPPC11,trafficking,protein,particle,complex,11,,,,,,,,
ILMN_1821517,0.0493343,2.61E-03,-3.09770823,-1.62615,-2.15E-01,10919949,,,,,,,,,,,,,,
ILMN_1709674,0.0340873,1.35E-03,-3.31080445,-1.63053,-9.69E-02,960139189,GFPT2,glutamine-fructose-6-phosphate,transaminase,2,,,,,,,,,,
ILMN_1853612,0.0357839,1.48E-03,-3.2818003,-1.63085,-9.61E-02,27879886,,,,,,,,,,,,,,
ILMN_1831833,0.0338016,1.33E-03,-3.31525264,-1.63127,-7.37E-02,23540725,,,,,,,,,,,,,,
ILMN_1706378,0.0359994,1.50E-03,3.27800755,-1.63132,9.05E-02,666335634,NUDT4,nudix,hydrolase,4,,,,,,,,,,
ILMN_1689189,0.0383975,1.68E-03,3.24016347,-1.63187,1.21E-01,215983105,ZBTB3,zinc,finger,and,BTB,domain,containing,3,,,,,,
ILMN_1703326,0.0354877,1.44E-03,3.28896758,-1.63373,2.58E-01,153791423,PTGDR2,prostaglandin,D2,receptor,2,,,,,,,,,
ILMN_1811148,0.044384,2.19E-03,3.1562764,-1.63388,1.55E-01,38787903,BMP2K,BMP2,inducible,kinase,,,,,,,,,,
ILMN_2199947,0.0440385,2.16E-03,-3.16044033,-1.63569,-1.00E-01,556695405,REV3L,REV3,"like,",DNA,directed,polymerase,zeta,catalytic,subunit,,,,,
ILMN_1708672,0.0494731,2.63E-03,3.09589445,-1.63637,2.42E-01,148539871,ACAT2,acetyl-CoA,acetyltransferase,2,,,,,,,,,,
ILMN_1689234,0.0352955,1.43E-03,3.29313799,-1.63955,1.07E-01,NA,,,,,,,,,,,,,,
ILMN_1915553,0.045861,2.33E-03,-3.13521295,-1.63968,-1.71E-01,3483617,,,,,,,,,,,,,,
ILMN_2210298,0.0336831,1.32E-03,3.3166856,-1.63979,8.35E-02,NA,,,,,,,,,,,,,,
ILMN_2106656,0.049441,2.62E-03,3.09659204,-1.6414,2.80E-01,1004350212,BLZF1,basic,leucine,zipper,nuclear,factor,1,,,,,,,
ILMN_1853159,0.0340332,1.34E-03,-3.31209108,-1.64236,-9.08E-02,4891694,,,,,,,,,,,,,,
ILMN_1802702,0.0349236,1.40E-03,-3.2984592,-1.64284,-6.75E-02,91754188,C10orf91,chromosome,10,open,reading,frame,91,,,,,,,
ILMN_1786852,0.0477817,2.49E-03,-3.11358845,-1.64363,-1.50E-01,55769555,ZCCHC3,zinc,finger,CCHC-type,containing,3,,,,,,,,
ILMN_1768261,0.0448423,2.24E-03,-3.14783238,-1.64645,-1.71E-01,208022696,PRDM2,PR/SET,domain,2,,,,,,,,,,
ILMN_1666469,0.0347983,1.39E-03,-3.30037315,-1.64748,-7.41E-02,NA,,,,,,,,,,,,,,
ILMN_1866314,0.0391475,1.75E-03,-3.22876841,-1.64819,-1.02E-01,27881197,,,,,,,,,,,,,,
ILMN_1779706,0.0484774,2.55E-03,-3.10563635,-1.64985,-1.29E-01,112799848,TP53BP2,tumor,protein,p53,binding,protein,2,,,,,,,
ILMN_1786353,0.0340332,1.34E-03,-3.31166825,-1.65023,-6.43E-02,217035091,CNGA1,cyclic,nucleotide,gated,channel,alpha,1,,,,,,,
ILMN_1727740,0.049951,2.68E-03,3.08969814,-1.65083,2.46E-01,228008290,SYNCRIP,synaptotagmin,binding,cytoplasmic,RNA,interacting,protein,,,,,,,
ILMN_1672332,0.0345739,1.38E-03,-3.30276417,-1.65162,-9.42E-02,304376279,RNF225,ring,finger,protein,225,,,,,,,,,
ILMN_1712067,0.0357045,1.46E-03,3.28468101,-1.65189,8.78E-02,223941911,DRC7,dynein,regulatory,complex,subunit,7,,,,,,,,
ILMN_2052079,0.0341241,1.35E-03,3.30981586,-1.65353,7.40E-02,1003088704,ZNF544,zinc,finger,protein,544,,,,,,,,,
ILMN_2246956,0.0498972,2.67E-03,-3.09122161,-1.65469,-2.84E-01,72198188,BCL2,"BCL2,",apoptosis,regulator,,,,,,,,,,
ILMN_1690201,0.0407642,1.89E-03,-3.20319648,-1.6549,-1.55E-01,NA,,,,,,,,,,,,,,
ILMN_1751040,0.0344636,1.37E-03,3.30496938,-1.65589,7.88E-02,523425711,RAB23,"RAB23,",member,RAS,oncogene,family,,,,,,,,
ILMN_1731984,0.0415575,1.95E-03,3.19387201,-1.65598,1.38E-01,318067957,HMGN3,high,mobility,group,nucleosomal,binding,domain,3,,,,,,
ILMN_1693077,0.0357045,1.47E-03,-3.2843865,-1.6562,-9.98E-02,NA,,,,,,,,,,,,,,
ILMN_2125763,0.0352955,1.43E-03,-3.29319973,-1.65992,-8.51E-02,817475217,ZMYND10,zinc,finger,MYND-type,containing,10,,,,,,,,
ILMN_1715963,0.0368328,1.55E-03,3.26691251,-1.66152,9.58E-02,74229028,FBXO7,F-box,protein,7,,,,,,,,,,
ILMN_1714623,0.049951,2.67E-03,3.0901327,-1.66283,2.23E-01,56788357,TOMM22,translocase,of,outer,mitochondrial,membrane,22,,,,,,,
ILMN_1693726,0.0439947,2.15E-03,3.16089949,-1.66353,1.48E-01,323668288,TBC1D10A,TBC1,domain,family,member,10A,,,,,,,,
ILMN_2193315,0.0451537,2.27E-03,3.14384908,-1.66453,1.96E-01,546231232,EFCAB11,EF-hand,calcium,binding,domain,11,,,,,,,,
ILMN_1665004,0.0487046,2.57E-03,-3.10313518,-1.66496,-1.48E-01,102468569,CASC3,cancer,susceptibility,candidate,3,,,,,,,,,
ILMN_1817870,0.0343219,1.37E-03,-3.30685312,-1.66788,-7.62E-02,27821991,,,,,,,,,,,,,,
ILMN_1726756,0.0427097,2.04E-03,3.17902085,-1.6679,2.12E-01,1022943168,FANCB,Fanconi,anemia,complementation,group,B,,,,,,,,
ILMN_1840508,0.0356368,1.46E-03,-3.28595814,-1.66809,-1.08E-01,3423402,,,,,,,,,,,,,,
ILMN_1666522,0.0345123,1.38E-03,3.30381225,-1.67166,9.41E-02,NA,,,,,,,,,,,,,,
ILMN_1750661,0.0456234,2.31E-03,3.13761509,-1.67391,1.36E-01,124248557,FBXW9,F-box,and,WD,repeat,domain,containing,9,,,,,,
ILMN_2312732,0.047258,2.44E-03,3.11997952,-1.67444,1.41E-01,1003701555,DPP8,dipeptidyl,peptidase,8,,,,,,,,,,
ILMN_1883404,0.0345566,1.38E-03,3.30324551,-1.67552,9.07E-02,32236707,,,,,,,,,,,,,,
ILMN_1657701,0.0496076,2.64E-03,3.09411369,-1.67596,2.75E-01,NA,,,,,,,,,,,,,,
ILMN_1874689,0.0429315,2.06E-03,-3.17533645,-1.67765,-2.12E-01,76879778,MIR181A2HG,MIR181A2,host,gene,,,,,,,,,,
ILMN_1712673,0.0438389,2.14E-03,-3.16354807,-1.67885,-2.17E-01,45935384,SASH1,SAM,and,SH3,domain,containing,1,,,,,,,
ILMN_1812666,0.0495279,2.64E-03,3.09502264,-1.68042,1.98E-01,66472919,DNAJC15,DnaJ,heat,shock,protein,family,(Hsp40),member,C15,,,,,
ILMN_1669644,0.0367728,1.54E-03,-3.26792715,-1.68267,-8.34E-02,NA,,,,,,,,,,,,,,
ILMN_1811836,0.0460817,2.35E-03,3.1331193,-1.68338,1.55E-01,301500721,DYNC2LI1,dynein,cytoplasmic,2,light,intermediate,chain,1,,,,,,
ILMN_1775950,0.0355128,1.45E-03,-3.28812162,-1.68421,-7.72E-02,NA,,,,,,,,,,,,,,
ILMN_1698038,0.0357045,1.47E-03,3.28419632,-1.68536,8.54E-02,93102404,FAM188B,family,with,sequence,similarity,188,member,B,,,,,,
ILMN_1673024,0.0446722,2.23E-03,3.14973689,-1.68664,1.29E-01,315507148,RBM15B,RNA,binding,motif,protein,15B,,,,,,,,
ILMN_1758378,0.0354877,1.45E-03,3.28859311,-1.68703,8.38E-02,NA,,,,,,,,,,,,,,
ILMN_1917316,0.0348748,1.40E-03,-3.29906184,-1.68771,-7.33E-02,34192096,ACVR1C,activin,A,receptor,type,1C,,,,,,,,
ILMN_1740752,0.0373499,1.59E-03,3.25802022,-1.68773,1.23E-01,224451051,GPAT4,glycerol-3-phosphate,acyltransferase,4,,,,,,,,,,
ILMN_2227266,0.0364654,1.53E-03,-3.27180545,-1.68831,-9.63E-02,215599598,TMEM35A,transmembrane,protein,35A,,,,,,,,,,
ILMN_1670410,0.0475846,2.47E-03,-3.1157172,-1.68849,-1.24E-01,NA,,,,,,,,,,,,,,
ILMN_1678652,0.0491964,2.60E-03,3.0988924,-1.68995,2.31E-01,221136773,TCTN3,tectonic,family,member,3,,,,,,,,,
ILMN_1908374,0.0357045,1.47E-03,-3.28377902,-1.69092,-7.54E-02,27877971,,,,,,,,,,,,,,
ILMN_1719232,0.0458107,2.33E-03,3.13570238,-1.6917,1.17E-01,126362976,DGCR14,DiGeorge,syndrome,critical,region,gene,14,,,,,,,
ILMN_1660544,0.0446858,2.23E-03,-3.14947095,-1.6919,-2.39E-01,190886441,ARRDC4,arrestin,domain,containing,4,,,,,,,,,
ILMN_1741604,0.0353618,1.44E-03,3.29091971,-1.6933,8.17E-02,NA,,,,,,,,,,,,,,
ILMN_1868735,0.0353618,1.44E-03,-3.29100076,-1.69337,-8.47E-02,NA,,,,,,,,,,,,,,
ILMN_1722093,0.0350149,1.41E-03,-3.2970899,-1.69792,-7.86E-02,NA,,,,,,,,,,,,,,
ILMN_1748481,0.0495437,2.64E-03,3.0947909,-1.69836,1.61E-01,746816359,TMEM199,transmembrane,protein,199,,,,,,,,,,
ILMN_2140389,0.049441,2.62E-03,3.09651848,-1.6992,1.28E-01,536288138,TMEM185A,transmembrane,protein,185A,,,,,,,,,,
ILMN_1684770,0.037428,1.61E-03,3.25552486,-1.69947,9.55E-02,1007384327,USF2,upstream,transcription,factor,"2,",c-fos,interacting,,,,,,,
ILMN_1815718,0.0406671,1.88E-03,3.20455135,-1.6998,1.05E-01,379030597,BTRC,beta-transducin,repeat,containing,E3,ubiquitin,protein,ligase,,,,,,
ILMN_1800033,0.0370789,1.57E-03,3.26263771,-1.70047,1.02E-01,NA,,,,,,,,,,,,,,
ILMN_1881287,0.0369523,1.56E-03,-3.26498874,-1.70063,-7.09E-02,2557613,,,,,,,,,,,,,,
ILMN_1826580,0.0353618,1.43E-03,3.29162673,-1.70347,7.99E-02,6986736,,,,,,,,,,,,,,
ILMN_1670925,0.049951,2.68E-03,-3.0893444,-1.70398,-1.37E-01,188497709,CYB5D1,cytochrome,b5,domain,containing,1,,,,,,,,
ILMN_1768035,0.0432251,2.08E-03,-3.17181867,-1.70411,-3.87E-01,974987455,MMP12,matrix,metallopeptidase,12,,,,,,,,,,
ILMN_1817173,0.0352047,1.42E-03,-3.29496173,-1.70437,-8.73E-02,2702927,,,,,,,,,,,,,,
ILMN_1750004,0.0370205,1.56E-03,-3.26367796,-1.70668,-7.58E-02,NA,,,,,,,,,,,,,,
ILMN_2411897,0.0428194,2.05E-03,-3.17689994,-1.7076,-1.27E-01,514388115,KLF10,Kruppel,like,factor,10,,,,,,,,,
ILMN_2407482,0.049951,2.68E-03,3.08931676,-1.70794,1.63E-01,390517017,ITPA,inosine,triphosphatase,,,,,,,,,,,
ILMN_1812799,0.0398454,1.81E-03,3.21770105,-1.70831,8.85E-02,1027853468,DSG4,desmoglein,4,,,,,,,,,,,
ILMN_1720249,0.0358659,1.49E-03,3.28018405,-1.71155,9.34E-02,NA,,,,,,,,,,,,,,
ILMN_1776535,0.0379798,1.65E-03,-3.24696072,-1.71375,-1.07E-01,NA,,,,,,,,,,,,,,
ILMN_2095078,0.0363577,1.52E-03,-3.27305523,-1.71469,-1.27E-01,121949801,CT47A1,cancer/testis,antigen,family,"47,",member,A1,,,,,,,
ILMN_1716336,0.0425233,2.03E-03,3.18085163,-1.7157,1.24E-01,345090975,CKAP5,cytoskeleton,associated,protein,5,,,,,,,,,
ILMN_1737497,0.0405928,1.87E-03,3.20683604,-1.71604,1.17E-01,NA,,,,,,,,,,,,,,
ILMN_1673548,0.0381481,1.66E-03,3.24446333,-1.71671,1.45E-01,156151365,LGALSL,galectin,like,,,,,,,,,,,
ILMN_1674710,0.0353618,1.44E-03,-3.29084704,-1.71749,-8.24E-02,NA,,,,,,,,,,,,,,
ILMN_1771841,0.0400127,1.82E-03,-3.21486436,-1.71931,-1.08E-01,664806095,FOSL1,FOS,like,"1,",AP-1,transcription,factor,subunit,,,,,,
ILMN_1810066,0.036929,1.56E-03,-3.26546763,-1.71973,-9.80E-02,NA,,,,,,,,,,,,,,
ILMN_1771813,0.0354877,1.45E-03,-3.28866814,-1.72121,-7.47E-02,NA,,,,,,,,,,,,,,
ILMN_1677314,0.0357045,1.47E-03,3.28435165,-1.72179,8.87E-02,324120948,MUC1,mucin,"1,",cell,surface,associated,,,,,,,,
ILMN_1657278,0.0354877,1.45E-03,3.28872131,-1.7224,9.26E-02,NA,,,,,,,,,,,,,,
ILMN_1711839,0.0444662,2.20E-03,-3.15444585,-1.72366,-1.28E-01,NA,,,,,,,,,,,,,,
ILMN_1817772,0.0411425,1.91E-03,-3.19908637,-1.72508,-1.56E-01,20359516,,,,,,,,,,,,,,
ILMN_1680246,0.0438389,2.14E-03,3.16369877,-1.7282,1.52E-01,422010901,MAT2B,methionine,adenosyltransferase,2B,,,,,,,,,,
ILMN_1739943,0.0380196,1.65E-03,3.24644156,-1.72927,9.11E-02,269846806,SBNO1,strawberry,notch,homolog,1,,,,,,,,,
ILMN_1657812,0.0362128,1.51E-03,-3.27494447,-1.73005,-6.83E-02,NA,,,,,,,,,,,,,,
ILMN_1811692,0.042778,2.05E-03,3.17767167,-1.73021,1.16E-01,194097364,FTSJ3,FtsJ,homolog,3,,,,,,,,,,
ILMN_1892163,0.0363273,1.52E-03,-3.27347588,-1.73042,-8.55E-02,19760014,,,,,,,,,,,,,,
ILMN_1860100,0.0357045,1.46E-03,-3.28474327,-1.73144,-7.70E-02,51650129,,,,,,,,,,,,,,
ILMN_1667532,0.0357045,1.47E-03,-3.28351752,-1.73373,-8.50E-02,NA,,,,,,,,,,,,,,
ILMN_2294294,0.0357487,1.47E-03,3.28247739,-1.73379,8.51E-02,109255238,CEP63,centrosomal,protein,63,,,,,,,,,,
ILMN_1907619,0.0357476,1.47E-03,-3.28264449,-1.73387,-9.40E-02,27879517,,,,,,,,,,,,,,
ILMN_1764364,0.0357839,1.48E-03,3.28199614,-1.73584,1.21E-01,52486675,FAM19A3,family,with,sequence,similarity,19,member,"A3,",C-C,motif,chemokine,like,,
ILMN_1913918,0.0357476,1.47E-03,-3.2828638,-1.73632,-8.14E-02,13742541,,,,,,,,,,,,,,
ILMN_1751645,0.044583,2.22E-03,3.15172324,-1.73802,1.22E-01,NA,,,,,,,,,,,,,,
ILMN_1824938,0.0367728,1.54E-03,-3.26789803,-1.73879,-7.92E-02,3784591,,,,,,,,,,,,,,
ILMN_1652434,0.049951,2.67E-03,-3.0905733,-1.7412,-1.09E-01,NA,,,,,,,,,,,,,,
ILMN_1916983,0.037428,1.60E-03,-3.25597778,-1.74225,-8.82E-02,13723968,,,,,,,,,,,,,,
ILMN_1916543,0.0383975,1.69E-03,-3.23990677,-1.74365,-1.03E-01,6986845,,,,,,,,,,,,,,
ILMN_2218648,0.0446722,2.23E-03,3.14987429,-1.7442,1.44E-01,170932468,SLC50A1,solute,carrier,family,50,member,1,,,,,,,
ILMN_1798587,0.0361496,1.50E-03,-3.27612291,-1.7462,-7.11E-02,1003701533,ARHGEF7,Rho,guanine,nucleotide,exchange,factor,7,,,,,,,
ILMN_1669174,0.038918,1.72E-03,3.23277273,-1.74629,2.47E-01,391224449,IL4,interleukin,4,,,,,,,,,,,
ILMN_1782399,0.0380689,1.66E-03,-3.24572761,-1.74661,-8.59E-02,NA,,,,,,,,,,,,,,
ILMN_1773126,0.0374249,1.60E-03,3.25675575,-1.74671,9.18E-02,148596916,FANK1,fibronectin,type,III,and,ankyrin,repeat,domains,1,,,,,
ILMN_1732807,0.0361797,1.51E-03,3.27539072,-1.75049,7.64E-02,556503441,GPRC6A,G,protein-coupled,receptor,class,C,group,6,member,A,,,,
ILMN_1807529,0.0497055,2.65E-03,-3.09298061,-1.75478,-2.53E-01,216548486,PADI4,peptidyl,arginine,deiminase,4,,,,,,,,,
ILMN_2391178,0.0484774,2.55E-03,3.10571671,-1.75516,1.55E-01,NA,,,,,,,,,,,,,,
ILMN_1786597,0.0362621,1.51E-03,-3.27420124,-1.75687,-7.41E-02,NA,,,,,,,,,,,,,,
ILMN_1799198,0.0450082,2.26E-03,3.14601349,-1.76222,1.10E-01,156071517,OTUB2,OTU,"deubiquitinase,",ubiquitin,aldehyde,binding,2,,,,,,,
ILMN_1839190,0.0382714,1.67E-03,-3.24298403,-1.76679,-1.08E-01,49256617,LINC00854,long,intergenic,non-protein,coding,RNA,854,,,,,,,
ILMN_1673521,0.0464472,2.37E-03,-3.12930852,-1.76722,-2.77E-01,189163516,KISS1R,KISS1,receptor,,,,,,,,,,,
ILMN_1804945,0.0420582,1.99E-03,-3.18733627,-1.76928,-1.10E-01,268607676,ZNF667,zinc,finger,protein,667,,,,,,,,,
ILMN_1895568,0.0364654,1.52E-03,3.27186169,-1.7701,6.89E-02,7458009,,,,,,,,,,,,,,
ILMN_1864613,0.036582,1.53E-03,-3.27048128,-1.77109,-7.43E-02,13342928,,,,,,,,,,,,,,
ILMN_1690131,0.037428,1.60E-03,-3.25593335,-1.77123,-8.60E-02,NA,,,,,,,,,,,,,,
ILMN_1832672,0.0484774,2.55E-03,-3.10575377,-1.77281,-1.50E-01,NA,,,,,,,,,,,,,,
ILMN_1675435,0.0413841,1.93E-03,3.1957768,-1.77423,1.08E-01,216547614,ANKRD16,ankyrin,repeat,domain,16,,,,,,,,,
ILMN_1656372,0.0379798,1.65E-03,3.24702295,-1.7775,1.18E-01,342672051,PES1,pescadillo,ribosomal,biogenesis,factor,1,,,,,,,,
ILMN_1853791,0.0368096,1.55E-03,-3.26742509,-1.77832,-8.46E-02,18986414,,,,,,,,,,,,,,
ILMN_1720496,0.0368328,1.55E-03,3.26660535,-1.78129,7.35E-02,374093196,GUCY1A2,guanylate,cyclase,1,soluble,subunit,alpha,2,,,,,,
ILMN_1774878,0.0378743,1.64E-03,-3.24947279,-1.78194,-8.96E-02,294774584,OTOGL,otogelin,like,,,,,,,,,,,
ILMN_1905527,0.0380689,1.65E-03,3.2458481,-1.78929,7.01E-02,15950350,,,,,,,,,,,,,,
ILMN_1831151,0.0415742,1.95E-03,-3.19340733,-1.78988,-9.24E-02,44841516,,,,,,,,,,,,,,
ILMN_1908488,0.0452185,2.28E-03,3.14259276,-1.79108,1.16E-01,24804342,ADAM17,ADAM,metallopeptidase,domain,17,,,,,,,,,
ILMN_1673241,0.0370205,1.57E-03,-3.26348914,-1.79189,-8.30E-02,NA,,,,,,,,,,,,,,
ILMN_1907262,0.0371074,1.57E-03,-3.26208593,-1.79298,-7.20E-02,2359093,,,,,,,,,,,,,,
ILMN_1749867,0.0383254,1.68E-03,3.24133884,-1.79348,7.09E-02,NA,,,,,,,,,,,,,,
ILMN_1797189,0.0399811,1.82E-03,3.2157885,-1.79495,1.20E-01,301898340,MAP3K12,mitogen-activated,protein,kinase,kinase,kinase,12,,,,,,,
ILMN_1656898,0.0420582,1.98E-03,3.18757154,-1.79576,1.35E-01,NA,,,,,,,,,,,,,,
ILMN_1661275,0.0370205,1.56E-03,-3.26360258,-1.79715,-5.88E-02,NA,,,,,,,,,,,,,,
ILMN_1789224,0.0370944,1.57E-03,3.26235131,-1.79854,8.63E-02,NA,,,,,,,,,,,,,,
ILMN_1731749,0.0376024,1.62E-03,-3.25267802,-1.80216,-8.47E-02,NA,,,,,,,,,,,,,,
ILMN_1812364,0.0374632,1.61E-03,-3.25476969,-1.80233,-9.38E-02,NA,,,,,,,,,,,,,,
ILMN_2103362,0.0439719,2.15E-03,3.16161165,-1.8025,1.13E-01,226693319,ARHGAP27,Rho,GTPase,activating,protein,27,,,,,,,,
ILMN_2114972,0.0373253,1.59E-03,3.2591483,-1.80431,7.57E-02,296080752,FGB,fibrinogen,beta,chain,,,,,,,,,,
ILMN_1711357,0.0378707,1.64E-03,-3.24965459,-1.80494,-8.17E-02,333033816,ZNF233,zinc,finger,protein,233,,,,,,,,,
ILMN_2131811,0.0373499,1.59E-03,-3.25819021,-1.8084,-9.57E-02,357588512,CLPS,colipase,,,,,,,,,,,,
ILMN_1732300,0.048516,2.56E-03,3.10511876,-1.80856,1.30E-01,NA,,,,,,,,,,,,,,
ILMN_1744442,0.0482695,2.53E-03,3.10819922,-1.80936,1.28E-01,387912559,TTPAL,alpha,tocopherol,transfer,protein,like,,,,,,,,
ILMN_1873593,0.0468143,2.40E-03,-3.12521519,-1.81032,-1.68E-01,82442306,,,,,,,,,,,,,,
ILMN_2177460,0.0445073,2.21E-03,3.1532172,-1.81034,1.37E-01,58374127,AQR,aquarius,intron-binding,spliceosomal,factor,,,,,,,,,
ILMN_1910224,0.0373341,1.59E-03,-3.25861376,-1.81063,-7.91E-02,4306004,,,,,,,,,,,,,,
